VS,Batting, ,Batting Possition,Match Id,Teaminnings,R,B,M,4s,6s,SR
England VS Pakistan,Asif Iqbal (c),c Brearley b Willis,7,ODI # 71,Pakistan,51,104,109,5,0,49.03
England VS Pakistan,Wasim Raja ,lbw b Old,8,ODI # 71,Pakistan,21,25,51,4,0,84.00
England VS Pakistan,Imran Khan ,not out ,9,ODI # 71,Pakistan,21,82,113,1,0,25.60
England VS Pakistan,Wasim Bari †,c †Taylor b Boycott,10,ODI # 71,Pakistan,17,33,37,2,0,51.51
England VS Pakistan,Sikander Bakht ,c Hendrick b Boycott,11,ODI # 71,Pakistan,2,19,23,0,0,10.52
India VS New Zealand,Sunil Gavaskar ,c †Lees b Hadlee,1,ODI # 65,India,55,144,170,5,0,38.19
India VS New Zealand,Aunshuman Gaekwad , b Hadlee,2,ODI # 65,India,10,31,35,1,0,32.25
India VS New Zealand,Dilip Vengsarkar ,c †Lees b McKechnie,3,ODI # 65,India,1,2,16,0,0,50.00
India VS New Zealand,Gundappa Viswanath ,c Turner b Cairns,4,ODI # 65,India,9,17,24,0,0,52.94
India VS New Zealand,Brijesh Patel , b Troup,5,ODI # 65,India,38,60,44,5,0,63.33
India VS New Zealand,Mohinder Amarnath , b Troup,6,ODI # 65,India,1,5,9,0,0,20.00
India VS New Zealand,Kapil Dev ,c & b Cairns,7,ODI # 65,India,25,24,30,3,0,104.16
India VS New Zealand,Karsan Ghavri ,c Coney b McKechnie,8,ODI # 65,India,20,22,32,2,0,90.90
India VS New Zealand,Surinder Khanna †,c Morrison b McKechnie,9,ODI # 65,India,7,16,23,0,0,43.75
India VS New Zealand,Srinivas Venkataraghavan (c),c †Lees b Cairns,10,ODI # 65,India,1,2,7,0,0,50.00
India VS New Zealand,Bishan Bedi ,not out ,11,ODI # 65,India,1,12,5,0,0,8.33
India VS New Zealand,John Wright ,c & b Amarnath,1,ODI # 65,New Zealand,48,94,131,1,0,51.06
India VS New Zealand,Bruce Edgar ,not out ,2,ODI # 65,New Zealand,84,167,199,8,0,50.29
India VS New Zealand,Lance Cairns ,run out ,3,ODI # 65,New Zealand,2,4,9,0,0,50.00
India VS New Zealand,Glenn Turner ,not out ,4,ODI # 65,New Zealand,43,76,57,6,0,56.57
Australia VS Pakistan,Sadiq Mohammad ,c Moss b Porter,1,ODI # 66,Pakistan,27,73,110,2,0,36.98
Australia VS Pakistan,Majid Khan , b Dymock,2,ODI # 66,Pakistan,61,100,107,7,1,61.00
Australia VS Pakistan,Zaheer Abbas ,c & b Cosier,3,ODI # 66,Pakistan,16,32,45,1,0,50.00
Australia VS Pakistan,Haroon Rasheed ,c †Wright b Cosier,4,ODI # 66,Pakistan,16,42,51,2,0,38.09
Australia VS Pakistan,Javed Miandad ,c Border b Cosier,5,ODI # 66,Pakistan,46,46,67,4,0,100.00
Australia VS Pakistan,Asif Iqbal (c),c sub (DF Whatmore) b Hurst,6,ODI # 66,Pakistan,61,57,75,7,0,107.01
Australia VS Pakistan,Wasim Raja ,c Moss b Border,7,ODI # 66,Pakistan,18,12,23,2,1,150.00
Australia VS Pakistan,Imran Khan ,not out ,8,ODI # 66,Pakistan,15,9,10,0,0,166.66
Australia VS Pakistan,Mudassar Nazar ,not out ,9,ODI # 66,Pakistan,1,1,3,0,0,100.00
Australia VS Pakistan,Rick Darling ,c †Wasim Bari b Imran Khan,1,ODI # 66,Australia,13,25,26,1,0,52.00
Australia VS Pakistan,Andrew Hilditch ,c Sadiq Mohammad b Mudassar Nazar,2,ODI # 66,Australia,72,129,185,4,0,55.81
Australia VS Pakistan,Allan Border , b Sikander Bakht,3,ODI # 66,Australia,0,5,5,0,0,0.00
Australia VS Pakistan,Kim Hughes (c),lbw b Sikander Bakht,4,ODI # 66,Australia,15,37,32,2,0,40.54
Australia VS Pakistan,Graham Yallop , b Majid Khan,5,ODI # 66,Australia,37,64,64,2,0,57.81
Australia VS Pakistan,Jeff Moss ,run out ,6,ODI # 66,Australia,7,16,20,0,0,43.75
Australia VS Pakistan,Gary Cosier ,c & b Majid Khan,7,ODI # 66,Australia,0,1,1,0,0,0.00
Australia VS Pakistan,Kevin Wright †,c †Wasim Bari b Imran Khan,8,ODI # 66,Australia,23,37,57,0,0,62.16
Australia VS Pakistan,Graeme Porter ,c Sadiq Mohammad b Majid Khan,9,ODI # 66,Australia,3,9,4,0,0,33.33
Australia VS Pakistan,Geoff Dymock ,lbw b Sikander Bakht,10,ODI # 66,Australia,10,18,15,0,0,55.55
Australia VS Pakistan,Alan Hurst ,not out ,11,ODI # 66,Australia,3,2,4,0,0,150.00
England VS Canada,Christopher Chappell ,lbw b Botham,1,ODI # 67,Canada,5,31,36,0,0,16.12
England VS Canada,Glenroy Sealy ,c Botham b Hendrick,2,ODI # 67,Canada,3,9,13,0,0,33.33
England VS Canada,Franklyn Dennis ,hit wicket b Willis,3,ODI # 67,Canada,21,99,116,2,0,21.21
England VS Canada,Tariq Javed ,lbw b Old,4,ODI # 67,Canada,4,40,46,0,0,10.00
England VS Canada,John Vaughan , b Old,5,ODI # 67,Canada,1,10,9,0,0,10.00
England VS Canada,Cecil Marshall , b Old,6,ODI # 67,Canada,2,7,11,0,0,28.57
England VS Canada,Bryan Mauricette (c)†, b Willis,7,ODI # 67,Canada,0,8,10,0,0,0.00
England VS Canada,Martin Stead , b Old,8,ODI # 67,Canada,0,12,14,0,0,0.00
England VS Canada,Jitendra Patel , b Willis,9,ODI # 67,Canada,1,14,23,0,0,7.14
England VS Canada,Robert Callender , b Willis,10,ODI # 67,Canada,0,3,2,0,0,0.00
England VS Canada,John Valentine ,not out ,11,ODI # 67,Canada,3,11,14,0,0,27.27
England VS Canada,Mike Brearley (c),lbw b Valentine,1,ODI # 67,England,0,10,10,0,0,0.00
England VS Canada,Geoff Boycott ,not out ,2,ODI # 67,England,14,36,58,0,0,38.88
England VS Canada,Derek Randall , b Callender,3,ODI # 67,England,5,11,17,1,0,45.45
England VS Canada,Graham Gooch ,not out ,4,ODI # 67,England,21,31,27,2,1,67.74
India VS West Indies,Sunil Gavaskar ,c Holding b Roberts,1,ODI # 61,India,8,7,11,1,0,114.28
India VS West Indies,Aunshuman Gaekwad ,c King b Holding,2,ODI # 61,India,11,30,32,2,0,36.66
India VS West Indies,Dilip Vengsarkar ,c Kallicharran b Holding,3,ODI # 61,India,7,7,13,1,0,100.00
India VS West Indies,Gundappa Viswanath , b Holding,4,ODI # 61,India,75,134,158,7,0,55.97
India VS West Indies,Brijesh Patel ,run out ,5,ODI # 61,India,15,33,34,2,0,45.45
India VS West Indies,Mohinder Amarnath ,c †Murray b Croft,6,ODI # 61,India,8,15,15,1,0,53.33
India VS West Indies,Kapil Dev , b King,7,ODI # 61,India,12,12,19,1,0,100.00
India VS West Indies,Surinder Khanna †,c Haynes b Holding,8,ODI # 61,India,0,12,17,0,0,0.00
India VS West Indies,Karsan Ghavri ,c †Murray b Garner,9,ODI # 61,India,12,26,40,2,0,46.15
India VS West Indies,Srinivas Venkataraghavan (c),not out ,10,ODI # 61,India,13,30,42,0,0,43.33
India VS West Indies,Bishan Bedi ,c Lloyd b Roberts,11,ODI # 61,India,13,23,29,1,0,56.52
India VS West Indies,Gordon Greenidge ,not out ,1,ODI # 61,West Indies,106,173,181,9,1,61.27
India VS West Indies,Desmond Haynes ,lbw b Kapil Dev,2,ODI # 61,West Indies,47,99,120,2,1,47.47
India VS West Indies,Viv Richards ,not out ,3,ODI # 61,West Indies,28,44,60,1,1,63.63
New Zealand VS Sri Lanka,Bandula Warnapura ,c & b McKechnie,1,ODI # 62,Sri Lanka,20,58,-,2,0,34.48
New Zealand VS Sri Lanka,Sunil Wettimuny , b Cairns,2,ODI # 62,Sri Lanka,16,20,-,1,0,80.00
New Zealand VS Sri Lanka,Anura Tennekoon (c), b Stott,3,ODI # 62,Sri Lanka,59,96,-,6,0,61.45
New Zealand VS Sri Lanka,Roy Dias ,c & b Stott,4,ODI # 62,Sri Lanka,25,46,-,2,0,54.34
New Zealand VS Sri Lanka,Duleep Mendis ,c Turner b Troup,5,ODI # 62,Sri Lanka,14,27,-,2,0,51.85
New Zealand VS Sri Lanka,Somachandra De Silva ,c Burgess b Stott,6,ODI # 62,Sri Lanka,6,24,-,0,0,25.00
New Zealand VS Sri Lanka,Sunil Jayasinghe †,run out ,7,ODI # 62,Sri Lanka,1,3,-,0,0,33.33
New Zealand VS Sri Lanka,Sudath Pasqual , b Hadlee,8,ODI # 62,Sri Lanka,1,2,-,0,0,50.00
New Zealand VS Sri Lanka,Tony Opatha , b McKechnie,9,ODI # 62,Sri Lanka,18,27,-,2,0,66.66
New Zealand VS Sri Lanka,Stanley De Silva ,c Wright b McKechnie,10,ODI # 62,Sri Lanka,10,35,-,0,0,28.57
New Zealand VS Sri Lanka,Ajit de Silva ,not out ,11,ODI # 62,Sri Lanka,2,11,-,0,0,18.18
New Zealand VS Sri Lanka,Glenn Turner ,not out ,1,ODI # 62,New Zealand,83,143,-,4,0,58.04
New Zealand VS Sri Lanka,John Wright ,c Tennekoon b GRA de Silva,2,ODI # 62,New Zealand,34,69,-,6,0,49.27
New Zealand VS Sri Lanka,Geoff Howarth ,not out ,3,ODI # 62,New Zealand,63,75,-,8,1,84.00
England VS Australia,Andrew Hilditch , b Boycott,1,ODI # 63,Australia,47,108,136,2,0,43.51
England VS Australia,Rick Darling ,lbw b Willis,2,ODI # 63,Australia,25,61,82,3,0,40.98
