VS,Match Id,Bowling,O,Teaminnings,M,R,W,ECON,0s,4s,6s,WD,NB
Australia VS New Zealand,ODI # 1080,Mark Waugh,8,New Zealand,0,43,1,5.37,-,-,-,0,0
Australia VS New Zealand,ODI # 1080,Shane Warne,10,New Zealand,0,52,2,5.20,-,-,-,1,0
Australia VS New Zealand,ODI # 1080,Michael Bevan,10,New Zealand,0,52,1,5.20,-,-,-,1,1
Australia VS New Zealand,ODI # 1080,Steve Waugh,4,New Zealand,0,25,0,6.25,-,-,-,0,0
Australia VS New Zealand,ODI # 1080,Dion Nash,9,Australia,1,44,1,4.88,-,-,-,1,0
Australia VS New Zealand,ODI # 1080,Dipak Patel,8,Australia,0,45,1,5.62,-,-,-,0,0
Australia VS New Zealand,ODI # 1080,Chris Cairns,6.5,Australia,0,51,0,7.46,-,-,-,0,1
Australia VS New Zealand,ODI # 1080,Chris Harris,10,Australia,0,41,0,4.10,-,-,-,1,2
Australia VS New Zealand,ODI # 1080,Shane Thomson,8,Australia,0,57,1,7.12,-,-,-,1,0
Australia VS New Zealand,ODI # 1080,Nathan Astle,3,Australia,0,21,1,7.00,-,-,-,0,0
Australia VS New Zealand,ODI # 1080,Roger Twose,3,Australia,0,23,0,7.66,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Shaun Pollock,9,West Indies,0,46,0,5.11,-,-,-,1,0
South Africa VS West Indies,ODI # 1079,Craig Matthews,10,West Indies,0,42,1,4.20,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Hansie Cronje,3,West Indies,0,17,0,5.66,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Brian McMillan,10,West Indies,1,37,2,3.70,-,-,-,0,1
South Africa VS West Indies,ODI # 1079,Pat Symcox,10,West Indies,0,64,2,6.40,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Paul Adams,8,West Indies,0,45,2,5.62,-,-,-,1,0
South Africa VS West Indies,ODI # 1079,Curtly Ambrose,10,South Africa,0,29,1,2.90,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Courtney Walsh,8.3,South Africa,0,51,1,6.00,-,-,-,1,2
South Africa VS West Indies,ODI # 1079,Ian Bishop,5,South Africa,0,31,0,6.20,-,-,-,0,3
South Africa VS West Indies,ODI # 1079,Roger Harper,10,South Africa,0,47,4,4.70,-,-,-,0,1
South Africa VS West Indies,ODI # 1079,Jimmy Adams,10,South Africa,0,53,3,5.30,-,-,-,0,0
South Africa VS West Indies,ODI # 1079,Keith Arthurton,6,South Africa,0,29,1,4.83,-,-,-,0,0
India VS Pakistan,ODI # 1078,Waqar Younis,10,India,1,67,2,6.70,29,6,2,1,0
India VS Pakistan,ODI # 1078,Aaqib Javed,10,India,0,67,1,6.70,31,9,0,4,1
India VS Pakistan,ODI # 1078,Ata-ur-Rehman,10,India,0,40,1,4.00,36,3,0,1,3
India VS Pakistan,ODI # 1078,Mushtaq Ahmed,10,India,0,56,2,5.60,28,4,1,3,0
India VS Pakistan,ODI # 1078,Aamer Sohail,5,India,0,29,1,5.80,13,1,0,4,0
India VS Pakistan,ODI # 1078,Saleem Malik,5,India,0,25,0,5.00,12,1,0,2,0
India VS Pakistan,ODI # 1078,Javagal Srinath,9,Pakistan,0,61,1,6.77,29,7,2,1,0
India VS Pakistan,ODI # 1078,Venkatesh Prasad,10,Pakistan,0,45,3,4.50,35,6,0,2,0
India VS Pakistan,ODI # 1078,Anil Kumble,10,Pakistan,0,48,3,4.80,32,3,2,0,0
India VS Pakistan,ODI # 1078,Venkatapathy Raju,10,Pakistan,0,46,1,4.60,33,3,1,1,0
India VS Pakistan,ODI # 1078,Sachin Tendulkar,5,Pakistan,0,25,0,5.00,16,3,0,0,0
India VS Pakistan,ODI # 1078,Ajay Jadeja,5,Pakistan,0,19,0,3.80,17,1,0,1,0
England VS Sri Lanka,ODI # 1077,Pramodya Wickramasinghe,7,England,0,43,0,6.14,-,-,-,1,0
England VS Sri Lanka,ODI # 1077,Chaminda Vaas,8,England,1,29,1,3.62,-,-,-,1,0
England VS Sri Lanka,ODI # 1077,Muthiah Muralidaran,10,England,1,37,2,3.70,-,-,-,1,0
England VS Sri Lanka,ODI # 1077,Kumar Dharmasena,10,England,0,30,2,3.00,-,-,-,0,0
England VS Sri Lanka,ODI # 1077,Sanath Jayasuriya,9,England,0,46,2,5.11,-,-,-,0,0
England VS Sri Lanka,ODI # 1077,Aravinda de Silva,6,England,0,42,0,7.00,-,-,-,1,0
England VS Sri Lanka,ODI # 1077,Peter Martin,9,Sri Lanka,1,41,0,4.55,-,-,-,2,0
England VS Sri Lanka,ODI # 1077,Richard Illingworth,10,Sri Lanka,1,72,1,7.20,-,-,-,0,0
England VS Sri Lanka,ODI # 1077,Darren Gough,10,Sri Lanka,1,36,1,3.60,-,-,-,0,0
England VS Sri Lanka,ODI # 1077,Phil DeFreitas,3.4,Sri Lanka,0,38,0,10.36,-,-,-,0,0
England VS Sri Lanka,ODI # 1077,Dermot Reeve,4,Sri Lanka,1,14,1,3.50,-,-,-,0,1
England VS Sri Lanka,ODI # 1077,Graeme Hick,4,Sri Lanka,0,34,1,8.50,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Danny Morrison,2,Pakistan,0,17,0,8.50,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Dion Nash,10,Pakistan,1,49,0,4.90,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Chris Cairns,10,Pakistan,1,53,1,5.30,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Robert Kennedy,5,Pakistan,0,32,1,6.40,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Nathan Astle,9,Pakistan,0,50,0,5.55,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Shane Thomson,6,Pakistan,0,35,0,5.83,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Roger Twose,8,Pakistan,0,40,0,5.00,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Waqar Younis,9,New Zealand,2,32,2,3.55,-,-,-,1,0
Pakistan VS New Zealand,ODI # 1076,Aaqib Javed,7.3,New Zealand,0,45,2,6.00,-,-,-,2,0
Pakistan VS New Zealand,ODI # 1076,Mushtaq Ahmed,10,New Zealand,0,32,2,3.20,-,-,-,0,0
Pakistan VS New Zealand,ODI # 1076,Saleem Malik,7,New Zealand,0,41,2,5.85,-,-,-,1,0
Pakistan VS New Zealand,ODI # 1076,Ijaz Ahmed,4,New Zealand,0,21,0,5.25,-,-,-,0,1
Pakistan VS New Zealand,ODI # 1076,Aamer Sohail,10,New Zealand,0,51,1,5.10,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Martin Suji,9,Sri Lanka,0,85,1,9.44,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Rajab Ali,6,Sri Lanka,0,67,0,11.16,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Lameck Onyango,4,Sri Lanka,0,31,0,7.75,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Tito Odumbe,5,Sri Lanka,0,34,2,6.80,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Aasif Karim,10,Sri Lanka,0,50,1,5.00,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,David Tikolo,2,Sri Lanka,0,13,0,6.50,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Maurice Odumbe,9,Sri Lanka,0,74,0,8.22,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Steve Tikolo,5,Sri Lanka,0,38,0,7.60,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Chaminda Vaas,10,Kenya,0,44,1,4.40,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Muthiah Muralidaran,10,Kenya,1,40,2,4.00,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Ravindra Pushpakumara,7,Kenya,0,46,0,6.57,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Arjuna Ranatunga,5,Kenya,0,31,2,6.20,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Kumar Dharmasena,10,Kenya,0,45,1,4.50,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Sanath Jayasuriya,7,Kenya,0,34,0,4.85,-,-,-,0,0
Sri Lanka VS Kenya,ODI # 1074,Hashan Tillakaratne,1,Kenya,0,4,0,4.00,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Heath Streak,10,India,3,29,1,2.90,-,-,-,0,1
India VS Zimbabwe,ODI # 1075,Charlie Lock,10,India,1,57,2,5.70,-,-,-,2,0
India VS Zimbabwe,ODI # 1075,Bryan Strang,5,India,1,22,1,4.40,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Paul Strang,10,India,0,55,1,5.50,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Stephen Peall,6,India,0,35,0,5.83,-,-,-,1,0
India VS Zimbabwe,ODI # 1075,Guy Whittall,3,India,0,19,0,6.33,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Grant Flower,3,India,0,16,0,5.33,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Alistair Campbell,3,India,0,13,0,4.33,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Javagal Srinath,10,Zimbabwe,1,36,2,3.60,-,-,-,1,0
India VS Zimbabwe,ODI # 1075,Venkatesh Prasad,7,Zimbabwe,0,40,0,5.71,-,-,-,4,0
India VS Zimbabwe,ODI # 1075,Anil Kumble,9.4,Zimbabwe,1,33,2,3.41,-,-,-,1,0
India VS Zimbabwe,ODI # 1075,Venkatapathy Raju,10,Zimbabwe,2,30,3,3.00,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Sachin Tendulkar,6,Zimbabwe,0,23,0,3.83,-,-,-,0,0
India VS Zimbabwe,ODI # 1075,Ajay Jadeja,7,Zimbabwe,0,32,2,4.57,-,-,-,1,0
Netherlands VS South Africa,ODI # 1073,Paul-Jan Bakker,10,South Africa,1,64,0,6.40,-,-,-,1,0
Netherlands VS South Africa,ODI # 1073,Steven Lubbers,8,South Africa,0,50,0,6.25,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Tim de Leede,10,South Africa,0,59,0,5.90,-,-,-,1,0
Netherlands VS South Africa,ODI # 1073,Flavian Aponso,10,South Africa,0,57,1,5.70,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Peter Cantrell,10,South Africa,0,61,1,6.10,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Eric Gouka,2,South Africa,0,32,1,16.00,-,-,-,0,1
Netherlands VS South Africa,ODI # 1073,Shaun Pollock,8,Netherlands,0,35,1,4.37,-,-,-,5,0
Netherlands VS South Africa,ODI # 1073,Craig Matthews,10,Netherlands,0,38,2,3.80,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Allan Donald,6,Netherlands,0,21,2,3.50,-,-,-,1,0
Netherlands VS South Africa,ODI # 1073,Hansie Cronje,3,Netherlands,1,3,0,1.00,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Pat Symcox,10,Netherlands,1,22,2,2.20,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Brian McMillan,4,Netherlands,2,5,0,1.25,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Jacques Kallis,7,Netherlands,1,30,0,4.28,-,-,-,0,0
Netherlands VS South Africa,ODI # 1073,Daryll Cullinan,2,Netherlands,0,7,0,3.50,-,-,-,0,0
Australia VS West Indies,ODI # 1072,Curtly Ambrose,10,Australia,4,25,0,2.50,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Courtney Walsh,9,Australia,2,35,2,3.88,-,-,-,0,0
Australia VS West Indies,ODI # 1072,Ian Bishop,9,Australia,0,52,0,5.77,-,-,-,4,1
Australia VS West Indies,ODI # 1072,Roger Harper,10,Australia,0,46,1,4.60,-,-,-,0,0
Australia VS West Indies,ODI # 1072,Keith Arthurton,9,Australia,0,53,0,5.88,-,-,-,0,0
Australia VS West Indies,ODI # 1072,Jimmy Adams,3,Australia,0,15,0,5.00,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Paul Reiffel,10,West Indies,2,45,1,4.50,-,-,-,1,2
Australia VS West Indies,ODI # 1072,Damien Fleming,7.5,West Indies,1,44,1,5.61,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Glenn McGrath,9,West Indies,0,46,0,5.11,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Shane Warne,10,West Indies,1,30,0,3.00,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Mark Waugh,10,West Indies,1,38,3,3.80,-,-,-,1,0
Australia VS West Indies,ODI # 1072,Michael Bevan,2,West Indies,0,17,0,8.50,-,-,-,0,0
Pakistan VS England,ODI # 1071,Wasim Akram,7,England,1,31,1,4.42,-,-,-,3,0
Pakistan VS England,ODI # 1071,Waqar Younis,10,England,1,45,1,4.50,-,-,-,0,0
Pakistan VS England,ODI # 1071,Aaqib Javed,7,England,0,34,0,4.85,-,-,-,0,3
Pakistan VS England,ODI # 1071,Mushtaq Ahmed,10,England,0,53,3,5.30,-,-,-,0,0
Pakistan VS England,ODI # 1071,Aamer Sohail,10,England,0,48,2,4.80,-,-,-,1,1
Pakistan VS England,ODI # 1071,Saleem Malik,6,England,1,27,1,4.50,-,-,-,0,0
Pakistan VS England,ODI # 1071,Dominic Cork,10,Pakistan,0,59,2,5.90,-,-,-,2,0
Pakistan VS England,ODI # 1071,Peter Martin,9,Pakistan,0,45,0,5.00,-,-,-,0,0
Pakistan VS England,ODI # 1071,Darren Gough,10,Pakistan,0,45,0,4.50,-,-,-,0,0
Pakistan VS England,ODI # 1071,Richard Illingworth,10,Pakistan,0,46,1,4.60,-,-,-,0,0
Pakistan VS England,ODI # 1071,Dermot Reeve,6.4,Pakistan,0,37,0,5.55,-,-,-,0,0
Pakistan VS England,ODI # 1071,Graeme Hick,2,Pakistan,0,17,0,8.50,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Chaminda Vaas,9,India,3,37,0,4.11,-,-,-,2,0
India VS Sri Lanka,ODI # 1070,Ravindra Pushpakumara,8,India,0,53,1,6.62,-,-,-,7,0
India VS Sri Lanka,ODI # 1070,Muthiah Muralidaran,10,India,1,42,0,4.20,-,-,-,1,0
India VS Sri Lanka,ODI # 1070,Kumar Dharmasena,9,India,0,53,1,5.88,-,-,-,1,0
India VS Sri Lanka,ODI # 1070,Sanath Jayasuriya,10,India,0,52,0,5.20,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Arjuna Ranatunga,4,India,0,23,0,5.75,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Manoj Prabhakar,4,Sri Lanka,0,47,0,11.75,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Javagal Srinath,9.4,Sri Lanka,0,51,0,5.27,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Venkatesh Prasad,10,Sri Lanka,1,53,1,5.30,-,-,-,1,2
India VS Sri Lanka,ODI # 1070,Salil Ankola,5,Sri Lanka,0,28,0,5.60,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Anil Kumble,10,Sri Lanka,1,39,2,3.90,-,-,-,0,0
India VS Sri Lanka,ODI # 1070,Sachin Tendulkar,10,Sri Lanka,0,41,0,4.10,-,-,-,2,0
Netherlands VS U.A.E.,ODI # 1069,Shahzad Altaf,10,Netherlands,3,15,1,1.50,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Johanne Samarasekera,9,Netherlands,1,36,0,4.00,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Saeed-al-Saffar,3,Netherlands,0,25,0,8.33,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Shaukat Dukanwala,10,Netherlands,0,29,5,2.90,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Sultan Zarawani,8,Netherlands,0,40,1,5.00,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Saleem Raza,5,Netherlands,0,23,0,4.60,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Azhar Saeed,5,Netherlands,0,29,2,5.80,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Paul-Jan Bakker,8,United Arab Emirates,0,41,0,5.12,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Roland Lefebvre,8,United Arab Emirates,0,24,1,3.00,-,-,-,1,0
Netherlands VS U.A.E.,ODI # 1069,Steven Lubbers,9,United Arab Emirates,0,38,1,4.22,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Peter Cantrell,8,United Arab Emirates,0,30,0,3.75,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Flavian Aponso,7.2,United Arab Emirates,0,47,0,6.40,-,-,-,0,0
Netherlands VS U.A.E.,ODI # 1069,Tim de Leede,4,United Arab Emirates,0,33,0,8.25,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Glenn McGrath,8,Zimbabwe,2,12,1,1.50,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Damien Fleming,9,Zimbabwe,1,30,2,3.33,-,-,-,0,1
Australia VS Zimbabwe,ODI # 1068,Shane Lee,4,Zimbabwe,2,8,0,2.00,-,-,-,0,1
Australia VS Zimbabwe,ODI # 1068,Steve Waugh,7,Zimbabwe,2,22,2,3.14,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Shane Warne,9.3,Zimbabwe,1,34,4,3.57,-,-,-,3,0
Australia VS Zimbabwe,ODI # 1068,Mark Waugh,5,Zimbabwe,0,30,0,6.00,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Stuart Law,3,Zimbabwe,0,10,0,3.33,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Heath Streak,10,Australia,3,29,0,2.90,-,-,-,1,1
Australia VS Zimbabwe,ODI # 1068,Charlie Lock,4,Australia,0,25,0,6.25,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Bryan Strang,3,Australia,0,20,0,6.66,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Guy Whittall,2,Australia,0,11,0,5.50,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Paul Strang,10,Australia,2,33,2,3.30,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Stephen Peall,4,Australia,0,20,0,5.00,-,-,-,0,0
Australia VS Zimbabwe,ODI # 1068,Grant Flower,3,Australia,0,12,0,4.00,-,-,-,0,0
Pakistan VS South Africa,ODI # 1067,Shaun Pollock,9,Pakistan,0,49,1,5.44,-,-,-,0,1
Pakistan VS South Africa,ODI # 1067,Craig Matthews,10,Pakistan,0,47,1,4.70,-,-,-,1,0
Pakistan VS South Africa,ODI # 1067,Hansie Cronje,5,Pakistan,0,20,2,4.00,-,-,-,0,0
Pakistan VS South Africa,ODI # 1067,Allan Donald,8,Pakistan,0,50,0,6.25,-,-,-,1,1
Pakistan VS South Africa,ODI # 1067,Paul Adams,10,Pakistan,0,42,1,4.20,-,-,-,2,0
Pakistan VS South Africa,ODI # 1067,Brian McMillan,8,Pakistan,0,31,0,3.87,-,-,-,0,0
Pakistan VS South Africa,ODI # 1067,Wasim Akram,9.2,South Africa,0,49,0,5.25,-,-,-,0,4
Pakistan VS South Africa,ODI # 1067,Waqar Younis,8,South Africa,0,50,3,6.25,-,-,-,3,2
Pakistan VS South Africa,ODI # 1067,Mushtaq Ahmed,10,South Africa,0,54,0,5.40,-,-,-,0,0
Pakistan VS South Africa,ODI # 1067,Aamer Sohail,6,South Africa,0,35,0,5.83,-,-,-,2,2
Pakistan VS South Africa,ODI # 1067,Saqlain Mushtaq,10,South Africa,1,38,2,3.80,-,-,-,1,0
Pakistan VS South Africa,ODI # 1067,Saleem Malik,1,South Africa,0,5,0,5.00,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Curtly Ambrose,8.3,Kenya,1,21,2,2.47,-,-,-,5,0
Kenya VS West Indies,ODI # 1066,Courtney Walsh,9,Kenya,0,46,3,5.11,-,-,-,3,6
Kenya VS West Indies,ODI # 1066,Ian Bishop,10,Kenya,2,30,1,3.00,-,-,-,1,2
Kenya VS West Indies,ODI # 1066,Cameron Cuffy,8,Kenya,0,31,1,3.87,-,-,-,5,7
Kenya VS West Indies,ODI # 1066,Roger Harper,10,Kenya,4,15,3,1.50,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Keith Arthurton,4,Kenya,0,13,0,3.25,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Martin Suji,7,West Indies,2,16,1,2.28,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Rajab Ali,7.2,West Indies,2,17,3,2.31,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Aasif Karim,8,West Indies,1,19,1,2.37,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Maurice Odumbe,10,West Indies,3,15,3,1.50,-,-,-,0,0
Kenya VS West Indies,ODI # 1066,Thomas Odoyo,3,West Indies,0,15,0,5.00,-,-,-,0,0
India VS Australia,ODI # 1065,Manoj Prabhakar,10,Australia,0,55,0,5.50,-,-,-,0,0
India VS Australia,ODI # 1065,Javagal Srinath,10,Australia,1,51,0,5.10,-,-,-,0,0
India VS Australia,ODI # 1065,Venkatesh Prasad,10,Australia,0,49,2,4.90,-,-,-,2,2
India VS Australia,ODI # 1065,Anil Kumble,10,Australia,1,47,1,4.70,-,-,-,0,0
India VS Australia,ODI # 1065,Venkatapathy Raju,10,Australia,0,48,2,4.80,-,-,-,0,0
India VS Australia,ODI # 1065,Glenn McGrath,8,India,3,48,0,6.00,-,-,-,0,1
India VS Australia,ODI # 1065,Damien Fleming,9,India,0,36,5,4.00,-,-,-,2,0
India VS Australia,ODI # 1065,Shane Warne,10,India,1,28,1,2.80,-,-,-,2,0
India VS Australia,ODI # 1065,Shane Lee,3,India,0,23,0,7.66,-,-,-,2,0
India VS Australia,ODI # 1065,Mark Waugh,10,India,0,44,1,4.40,-,-,-,1,0
India VS Australia,ODI # 1065,Michael Bevan,5,India,0,28,0,5.60,-,-,-,0,0
India VS Australia,ODI # 1065,Steve Waugh,3,India,0,22,2,7.33,-,-,-,1,0
New Zealand VS U.A.E.,ODI # 1064,Johanne Samarasekera,6,New Zealand,0,30,1,5.00,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Arshad Laeeq,2,New Zealand,0,16,0,8.00,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Saleem Raza,9,New Zealand,0,48,1,5.33,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Shaukat Dukanwala,10,New Zealand,0,46,1,4.60,-,-,-,0,1
New Zealand VS U.A.E.,ODI # 1064,Mazhar Hussain,3,New Zealand,0,28,0,9.33,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Azhar Saeed,7,New Zealand,0,45,3,6.42,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Sultan Zarawani,10,New Zealand,0,49,2,4.90,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Danny Morrison,7,United Arab Emirates,0,37,1,5.28,-,-,-,0,2
New Zealand VS U.A.E.,ODI # 1064,Dion Nash,9,United Arab Emirates,1,34,2,3.77,-,-,-,2,0
New Zealand VS U.A.E.,ODI # 1064,Chris Cairns,10,United Arab Emirates,2,31,1,3.10,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Robert Kennedy,6,United Arab Emirates,0,20,1,3.33,-,-,-,1,0
New Zealand VS U.A.E.,ODI # 1064,Shane Thomson,10,United Arab Emirates,2,20,3,2.00,-,-,-,0,0
New Zealand VS U.A.E.,ODI # 1064,Nathan Astle,5,United Arab Emirates,0,23,0,4.60,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Heath Streak,7,Kenya,2,23,0,3.28,-,-,-,4,0
Kenya VS Zimbabwe,ODI # 1063,Charlie Lock,8,Kenya,2,19,1,2.37,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Guy Whittall,5,Kenya,0,21,0,4.20,-,-,-,3,1
Kenya VS Zimbabwe,ODI # 1063,Stephen Peall,10,Kenya,1,23,1,2.30,-,-,-,1,0
Kenya VS Zimbabwe,ODI # 1063,Bryan Strang,10,Kenya,0,24,2,2.40,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Paul Strang,9.4,Kenya,1,21,5,2.17,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Martin Suji,9.2,Zimbabwe,0,37,0,3.96,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Rajab Ali,8,Zimbabwe,1,22,3,2.75,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Tito Odumbe,2,Zimbabwe,0,14,0,7.00,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Thomas Odoyo,2,Zimbabwe,0,7,0,3.50,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Aasif Karim,10,Zimbabwe,1,21,0,2.10,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Maurice Odumbe,10,Zimbabwe,2,24,2,2.40,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1063,Steve Tikolo,1,Zimbabwe,0,5,0,5.00,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Wasim Akram,10,Netherlands,1,30,0,3.00,-,-,-,1,3
Pakistan VS Netherlands,ODI # 1062,Waqar Younis,10,Netherlands,0,26,4,2.60,-,-,-,1,2
Pakistan VS Netherlands,ODI # 1062,Aaqib Javed,9,Netherlands,2,25,2,2.77,-,-,-,1,1
Pakistan VS Netherlands,ODI # 1062,Mushtaq Ahmed,10,Netherlands,2,27,0,2.70,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Aamer Sohail,9,Netherlands,0,21,0,2.33,-,-,-,1,0
Pakistan VS Netherlands,ODI # 1062,Saleem Malik,2,Netherlands,0,9,0,4.50,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Roland Lefebvre,7,Pakistan,1,20,1,2.85,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Paul-Jan Bakker,7,Pakistan,1,13,0,1.85,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Floris Jansen,2,Pakistan,0,22,0,11.00,-,-,-,1,0
Pakistan VS Netherlands,ODI # 1062,Tim de Leede,4,Pakistan,0,20,0,5.00,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Flavian Aponso,5,Pakistan,0,38,0,7.60,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Peter Cantrell,4,Pakistan,0,18,1,4.50,-,-,-,0,0
Pakistan VS Netherlands,ODI # 1062,Eric Gouka,1.4,Pakistan,0,19,0,11.40,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1061,Martin Suji,5,Zimbabwe,1,11,0,2.20,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1061,Rajab Ali,5,Zimbabwe,0,14,1,2.80,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1061,Thomas Odoyo,3,Zimbabwe,0,10,0,3.33,-,-,-,0,0
Kenya VS Zimbabwe,ODI # 1061,Tito Odumbe,2.5,Zimbabwe,0,8,2,2.82,-,-,-,0,0
England VS South Africa,ODI # 1060,Dominic Cork,10,South Africa,0,36,2,3.60,-,-,-,1,0
England VS South Africa,ODI # 1060,Phil DeFreitas,10,South Africa,0,55,1,5.50,-,-,-,1,1
England VS South Africa,ODI # 1060,Darren Gough,10,South Africa,0,48,2,4.80,-,-,-,0,0
England VS South Africa,ODI # 1060,Peter Martin,10,South Africa,0,33,3,3.30,-,-,-,3,0
