VS,Player, ,Batting Possition,Match Id,Teaminnings,Runs,Balls,Mins,Fours,Sixs,Strike Rate
England VS New Zealand,Graham Dilley,not out ,8.0,ODI # 197,England,31.0,14.0,0.0,4.0,0.0,221.42
England VS New Zealand,Glenn Turner,lbw b Willis,1.0,ODI # 197,New Zealand,14.0,28.0,0.0,2.0,0.0,50.0
England VS New Zealand,Bruce Edgar,c †Gould b Willis,2.0,ODI # 197,New Zealand,3.0,6.0,0.0,0.0,0.0,50.0
England VS New Zealand,John Wright,c Botham b Dilley,3.0,ODI # 197,New Zealand,10.0,17.0,0.0,1.0,0.0,58.82
England VS New Zealand,Geoff Howarth,c Lamb b Marks,4.0,ODI # 197,New Zealand,18.0,44.0,0.0,1.0,0.0,40.9
England VS New Zealand,Jeremy Coney,run out ,5.0,ODI # 197,New Zealand,23.0,52.0,0.0,2.0,0.0,44.23
England VS New Zealand,Martin Crowe,run out ,6.0,ODI # 197,New Zealand,97.0,118.0,0.0,8.0,0.0,82.2
England VS New Zealand,Warren Lees, b Botham,7.0,ODI # 197,New Zealand,8.0,23.0,0.0,0.0,0.0,34.78
England VS New Zealand,Richard Hadlee,c Lamb b Marks,8.0,ODI # 197,New Zealand,1.0,9.0,0.0,0.0,0.0,11.11
England VS New Zealand,Lance Cairns,lbw b Botham,9.0,ODI # 197,New Zealand,1.0,2.0,0.0,0.0,0.0,50.0
England VS New Zealand,Martin Snedden,c †Gould b Gatting,10.0,ODI # 197,New Zealand,21.0,34.0,0.0,1.0,0.0,61.76
England VS New Zealand,Ewen Chatfield,not out ,11.0,ODI # 197,New Zealand,9.0,24.0,0.0,1.0,0.0,37.5
Pakistan VS Sri Lanka,Mudassar Nazar,c de Silva b Ratnayake,1.0,ODI # 198,Pakistan,36.0,72.0,0.0,2.0,0.0,50.0
Pakistan VS Sri Lanka,Mohsin Khan, b John,2.0,ODI # 198,Pakistan,82.0,121.0,0.0,5.0,1.0,67.76
Pakistan VS Sri Lanka,Zaheer Abbas,c Kuruppu b de Mel,3.0,ODI # 198,Pakistan,82.0,81.0,0.0,10.0,0.0,101.23
Pakistan VS Sri Lanka,Javed Miandad,lbw b de Mel,4.0,ODI # 198,Pakistan,72.0,52.0,0.0,4.0,3.0,138.46
Pakistan VS Sri Lanka,Imran Khan,not out ,5.0,ODI # 198,Pakistan,56.0,33.0,0.0,6.0,2.0,169.69
Pakistan VS Sri Lanka,Ijaz Faqih,run out ,6.0,ODI # 198,Pakistan,2.0,3.0,0.0,0.0,0.0,66.66
Pakistan VS Sri Lanka,Tahir Naqqash,not out ,7.0,ODI # 198,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan VS Sri Lanka,Sidath Wettimuny,c Rashid Khan b Sarfraz Nawaz,1.0,ODI # 198,Sri Lanka,12.0,26.0,0.0,1.0,0.0,46.15
Pakistan VS Sri Lanka,Brendon Kuruppu,run out ,2.0,ODI # 198,Sri Lanka,72.0,101.0,0.0,7.0,2.0,71.28
Pakistan VS Sri Lanka,Roy Dias, b Rashid Khan,3.0,ODI # 198,Sri Lanka,5.0,21.0,0.0,0.0,0.0,23.8
Pakistan VS Sri Lanka,Duleep Mendis, b Tahir Naqqash,4.0,ODI # 198,Sri Lanka,16.0,17.0,0.0,3.0,0.0,94.11
Pakistan VS Sri Lanka,Arjuna Ranatunga,c & b Mudassar Nazar,5.0,ODI # 198,Sri Lanka,31.0,42.0,0.0,5.0,0.0,73.8
Pakistan VS Sri Lanka,Athula Samarasekera,run out ,6.0,ODI # 198,Sri Lanka,0.0,2.0,0.0,0.0,0.0,0.0
Pakistan VS Sri Lanka,Somachandra De Silva,c †Wasim Bari b Sarfraz Nawaz,7.0,ODI # 198,Sri Lanka,35.0,51.0,0.0,1.0,0.0,68.62
Pakistan VS Sri Lanka,Ashantha de Mel,c Tahir Naqqash b Shahid Mahboob,8.0,ODI # 198,Sri Lanka,11.0,22.0,0.0,0.0,0.0,50.0
Pakistan VS Sri Lanka,Guy de Alwis,not out ,9.0,ODI # 198,Sri Lanka,59.0,56.0,0.0,5.0,1.0,105.35
Pakistan VS Sri Lanka,Rumesh Ratnayake,c Mudassar Nazar b Sarfraz Nawaz,10.0,ODI # 198,Sri Lanka,13.0,13.0,0.0,0.0,1.0,100.0
Pakistan VS Sri Lanka,Vinothen John,not out ,11.0,ODI # 198,Sri Lanka,12.0,11.0,0.0,2.0,0.0,109.09
Australia VS Zimbabwe,Ali Shah,c †Marsh b Lillee,1.0,ODI # 199,Zimbabwe,16.0,57.0,80.0,0.0,0.0,28.07
Australia VS Zimbabwe,Grant Paterson,c Hookes b Lillee,2.0,ODI # 199,Zimbabwe,27.0,59.0,78.0,2.0,0.0,45.76
Australia VS Zimbabwe,Jack Heron,c †Marsh b Yallop,3.0,ODI # 199,Zimbabwe,14.0,40.0,38.0,1.0,0.0,35.0
Australia VS Zimbabwe,Andy Pycroft, b Border,4.0,ODI # 199,Zimbabwe,21.0,41.0,53.0,1.0,0.0,51.21
Australia VS Zimbabwe,Dave Houghton,c †Marsh b Yallop,5.0,ODI # 199,Zimbabwe,0.0,1.0,1.0,0.0,0.0,0.0
Australia VS Zimbabwe,Duncan Fletcher,not out ,6.0,ODI # 199,Zimbabwe,69.0,84.0,139.0,5.0,0.0,82.14
Australia VS Zimbabwe,Kevin Curran,c Hookes b Hogg,7.0,ODI # 199,Zimbabwe,27.0,46.0,59.0,2.0,0.0,58.69
Australia VS Zimbabwe,Iain Butchart,not out ,8.0,ODI # 199,Zimbabwe,34.0,38.0,55.0,2.0,0.0,89.47
Australia VS Zimbabwe,Graeme Wood,c †Houghton b Fletcher,1.0,ODI # 199,Australia,31.0,60.0,69.0,3.0,0.0,51.66
Australia VS Zimbabwe,Kepler Wessels,run out ,2.0,ODI # 199,Australia,76.0,130.0,147.0,5.0,0.0,58.46
Australia VS Zimbabwe,Kim Hughes,c Omarshah b Fletcher,3.0,ODI # 199,Australia,0.0,4.0,7.0,0.0,0.0,0.0
Australia VS Zimbabwe,David Hookes,c Traicos b Fletcher,4.0,ODI # 199,Australia,20.0,48.0,45.0,1.0,0.0,41.66
Australia VS Zimbabwe,Graham Yallop,c Pycroft b Fletcher,5.0,ODI # 199,Australia,2.0,17.0,15.0,0.0,0.0,11.76
Australia VS Zimbabwe,Allan Border,c Pycroft b Curran,6.0,ODI # 199,Australia,17.0,33.0,34.0,0.0,0.0,51.51
Australia VS Zimbabwe,Rod Marsh,not out ,7.0,ODI # 199,Australia,50.0,42.0,63.0,3.0,2.0,119.04
Australia VS Zimbabwe,Geoff Lawson, b Butchart,8.0,ODI # 199,Australia,0.0,4.0,4.0,0.0,0.0,0.0
Australia VS Zimbabwe,Rodney Hogg,not out ,9.0,ODI # 199,Australia,19.0,22.0,29.0,1.0,0.0,86.36
India VS West Indies,Sunil Gavaskar,c †Dujon b Marshall,1.0,ODI # 200,India,19.0,44.0,0.0,0.0,0.0,43.18
India VS West Indies,Kris Srikkanth,c †Dujon b Holding,2.0,ODI # 200,India,14.0,17.0,0.0,0.0,0.0,82.35
India VS West Indies,Mohinder Amarnath,c †Dujon b Garner,3.0,ODI # 200,India,21.0,60.0,0.0,0.0,0.0,35.0
India VS West Indies,Sandeep Patil, b Gomes,4.0,ODI # 200,India,36.0,52.0,0.0,0.0,0.0,69.23
India VS West Indies,Yashpal Sharma, b Holding,5.0,ODI # 200,India,89.0,120.0,133.0,9.0,0.0,74.16
India VS West Indies,Kapil Dev,c Richards b Gomes,6.0,ODI # 200,India,6.0,13.0,0.0,0.0,0.0,46.15
India VS West Indies,Roger Binny,lbw b Marshall,7.0,ODI # 200,India,27.0,38.0,0.0,0.0,0.0,71.05
India VS West Indies,Madan Lal,not out ,8.0,ODI # 200,India,21.0,22.0,0.0,0.0,0.0,95.45
India VS West Indies,Syed Kirmani,run out ,9.0,ODI # 200,India,1.0,2.0,0.0,0.0,0.0,50.0
India VS West Indies,Ravi Shastri,not out ,10.0,ODI # 200,India,5.0,3.0,0.0,0.0,0.0,166.66
India VS West Indies,Gordon Greenidge, b Sandhu,1.0,ODI # 200,West Indies,24.0,55.0,0.0,0.0,0.0,43.63
India VS West Indies,Desmond Haynes,run out ,2.0,ODI # 200,West Indies,24.0,29.0,0.0,0.0,0.0,82.75
India VS West Indies,Viv Richards,c †Kirmani b Binny,3.0,ODI # 200,West Indies,17.0,36.0,0.0,0.0,0.0,47.22
India VS West Indies,Faoud Bacchus, b Madan Lal,4.0,ODI # 200,West Indies,14.0,24.0,0.0,0.0,0.0,58.33
India VS West Indies,Clive Lloyd, b Binny,5.0,ODI # 200,West Indies,25.0,38.0,0.0,0.0,0.0,65.78
India VS West Indies,Jeff Dujon,c Sandhu b Binny,6.0,ODI # 200,West Indies,7.0,12.0,0.0,0.0,0.0,58.33
India VS West Indies,Larry Gomes,run out ,7.0,ODI # 200,West Indies,8.0,16.0,0.0,0.0,0.0,50.0
India VS West Indies,Malcolm Marshall,st †Kirmani b Shastri,8.0,ODI # 200,West Indies,2.0,5.0,0.0,0.0,0.0,40.0
India VS West Indies,Andy Roberts,not out ,9.0,ODI # 200,West Indies,37.0,58.0,0.0,0.0,0.0,63.79
India VS West Indies,Michael Holding, b Shastri,10.0,ODI # 200,West Indies,8.0,11.0,0.0,0.0,0.0,72.72
India VS West Indies,Joel Garner,st †Kirmani b Shastri,11.0,ODI # 200,West Indies,37.0,29.0,0.0,0.0,1.0,127.58
Australia VS England,David Boon,c †Downton b Hemmings,1.0,ODI # 477,Australia,75.0,125.0,159.0,7.0,0.0,60.0
Australia VS England,Geoff Marsh, b Foster,2.0,ODI # 477,Australia,24.0,49.0,71.0,3.0,0.0,48.97
Australia VS England,Dean Jones,c Athey b Hemmings,3.0,ODI # 477,Australia,33.0,57.0,75.0,1.0,1.0,57.89
Australia VS England,Craig McDermott, b Gooch,4.0,ODI # 477,Australia,14.0,8.0,6.0,2.0,0.0,175.0
Australia VS England,Allan Border,run out (Robinson/†Downton),5.0,ODI # 477,Australia,31.0,31.0,48.0,3.0,0.0,100.0
Australia VS England,Mike Veletta,not out ,6.0,ODI # 477,Australia,45.0,31.0,50.0,6.0,0.0,145.16
Australia VS England,Steve Waugh,not out ,7.0,ODI # 477,Australia,5.0,4.0,5.0,0.0,0.0,125.0
Australia VS England,Graham Gooch,lbw b O'Donnell,1.0,ODI # 477,England,35.0,57.0,74.0,4.0,0.0,61.4
Australia VS England,Tim Robinson,lbw b McDermott,2.0,ODI # 477,England,0.0,1.0,2.0,0.0,0.0,0.0
Australia VS England,Bill Athey,run out (Waugh/Reid),3.0,ODI # 477,England,58.0,103.0,126.0,2.0,0.0,56.31
Australia VS England,Mike Gatting,c †Dyer b Border,4.0,ODI # 477,England,41.0,45.0,55.0,3.0,1.0,91.11
Australia VS England,Allan Lamb, b Waugh,5.0,ODI # 477,England,45.0,55.0,56.0,4.0,0.0,81.81
Australia VS England,Paul Downton,c O'Donnell b Border,6.0,ODI # 477,England,9.0,8.0,13.0,1.0,0.0,112.5
Australia VS England,John Emburey,run out (Boon/McDermott),7.0,ODI # 477,England,10.0,16.0,27.0,0.0,0.0,62.5
Australia VS England,Phil DeFreitas,c Reid b Waugh,8.0,ODI # 477,England,17.0,10.0,10.0,2.0,1.0,170.0
Australia VS England,Neil Foster,not out ,9.0,ODI # 477,England,7.0,6.0,12.0,0.0,0.0,116.66
Australia VS England,Gladstone Small,not out ,10.0,ODI # 477,England,3.0,3.0,6.0,0.0,0.0,100.0
India VS England,Graham Gooch,c Srikkanth b Maninder Singh,1.0,ODI # 476,England,115.0,136.0,0.0,11.0,0.0,84.55
India VS England,Tim Robinson,st †More b Maninder Singh,2.0,ODI # 476,England,13.0,36.0,0.0,2.0,0.0,36.11
India VS England,Bill Athey,c †More b Sharma,3.0,ODI # 476,England,4.0,17.0,0.0,0.0,0.0,23.52
India VS England,Mike Gatting, b Maninder Singh,4.0,ODI # 476,England,56.0,62.0,0.0,5.0,0.0,90.32
India VS England,Allan Lamb,not out ,5.0,ODI # 476,England,32.0,29.0,0.0,2.0,0.0,110.34
India VS England,John Emburey,lbw b Kapil Dev,6.0,ODI # 476,England,6.0,10.0,0.0,0.0,0.0,60.0
India VS England,Phil DeFreitas, b Kapil Dev,7.0,ODI # 476,England,7.0,8.0,0.0,1.0,0.0,87.5
India VS England,Paul Downton,not out ,8.0,ODI # 476,England,1.0,5.0,0.0,0.0,0.0,20.0
India VS England,Kris Srikkanth, b Foster,1.0,ODI # 476,India,31.0,55.0,0.0,4.0,0.0,56.36
India VS England,Sunil Gavaskar, b DeFreitas,2.0,ODI # 476,India,4.0,7.0,0.0,1.0,0.0,57.14
India VS England,Navjot Sidhu,c Athey b Foster,3.0,ODI # 476,India,22.0,40.0,0.0,0.0,0.0,55.0
India VS England,Mohammad Azharuddin,lbw b Hemmings,4.0,ODI # 476,India,64.0,74.0,0.0,7.0,0.0,86.48
India VS England,Chandrakant Pandit,lbw b Foster,5.0,ODI # 476,India,24.0,30.0,0.0,3.0,0.0,80.0
India VS England,Kapil Dev,c Gatting b Hemmings,6.0,ODI # 476,India,30.0,22.0,0.0,3.0,0.0,136.36
India VS England,Ravi Shastri,c †Downton b Hemmings,7.0,ODI # 476,India,21.0,32.0,0.0,2.0,0.0,65.62
India VS England,Kiran More,c & b Emburey,8.0,ODI # 476,India,0.0,5.0,0.0,0.0,0.0,0.0
India VS England,Manoj Prabhakar,c †Downton b Small,9.0,ODI # 476,India,4.0,11.0,0.0,0.0,0.0,36.36
India VS England,Chetan Sharma,c Lamb b Hemmings,10.0,ODI # 476,India,0.0,1.0,0.0,0.0,0.0,0.0
India VS England,Maninder Singh,not out ,11.0,ODI # 476,India,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan VS Australia,Geoff Marsh,run out ,1.0,ODI # 475,Australia,31.0,57.0,78.0,2.0,0.0,54.38
Pakistan VS Australia,David Boon,st †Javed Miandad b Saleem Malik,2.0,ODI # 475,Australia,65.0,91.0,133.0,4.0,0.0,71.42
Pakistan VS Australia,Dean Jones, b Tauseef Ahmed,3.0,ODI # 475,Australia,38.0,45.0,58.0,3.0,0.0,84.44
Pakistan VS Australia,Allan Border,run out ,4.0,ODI # 475,Australia,18.0,22.0,43.0,2.0,0.0,81.81
Pakistan VS Australia,Mike Veletta, b Imran Khan,5.0,ODI # 475,Australia,48.0,50.0,57.0,2.0,0.0,96.0
Pakistan VS Australia,Steve Waugh,not out ,6.0,ODI # 475,Australia,32.0,28.0,38.0,4.0,1.0,114.28
Pakistan VS Australia,Simon O'Donnell,run out ,7.0,ODI # 475,Australia,0.0,2.0,1.0,0.0,0.0,0.0
Pakistan VS Australia,Greg Dyer, b Imran Khan,8.0,ODI # 475,Australia,0.0,1.0,2.0,0.0,0.0,0.0
Pakistan VS Australia,Craig McDermott, b Imran Khan,9.0,ODI # 475,Australia,1.0,3.0,6.0,0.0,0.0,33.33
Pakistan VS Australia,Tim May,not out ,10.0,ODI # 475,Australia,0.0,2.0,8.0,0.0,0.0,0.0
Pakistan VS Australia,Ramiz Raja,run out ,1.0,ODI # 475,Pakistan,1.0,1.0,2.0,0.0,0.0,100.0
Pakistan VS Australia,Mansoor Akhtar, b McDermott,2.0,ODI # 475,Pakistan,9.0,19.0,36.0,0.0,0.0,47.36
Pakistan VS Australia,Saleem Malik,c McDermott b Waugh,3.0,ODI # 475,Pakistan,25.0,31.0,43.0,3.0,0.0,80.64
Pakistan VS Australia,Javed Miandad, b Reid,4.0,ODI # 475,Pakistan,70.0,103.0,149.0,4.0,0.0,67.96
Pakistan VS Australia,Imran Khan,c †Dyer b Border,5.0,ODI # 475,Pakistan,58.0,84.0,98.0,4.0,0.0,69.04
Pakistan VS Australia,Wasim Akram, b McDermott,6.0,ODI # 475,Pakistan,20.0,13.0,16.0,0.0,2.0,153.84
Pakistan VS Australia,Ijaz Ahmed,c Jones b Reid,7.0,ODI # 475,Pakistan,8.0,7.0,11.0,1.0,0.0,114.28
Pakistan VS Australia,Saleem Yousuf,c †Dyer b McDermott,8.0,ODI # 475,Pakistan,21.0,15.0,23.0,2.0,0.0,140.0
Pakistan VS Australia,Abdul Qadir,not out ,9.0,ODI # 475,Pakistan,20.0,16.0,23.0,2.0,0.0,125.0
Pakistan VS Australia,Saleem Jaffar,c †Dyer b McDermott,10.0,ODI # 475,Pakistan,0.0,2.0,7.0,0.0,0.0,0.0
Pakistan VS Australia,Tauseef Ahmed,c †Dyer b McDermott,11.0,ODI # 475,Pakistan,1.0,3.0,3.0,0.0,0.0,33.33
India VS New Zealand,John Wright,run out ,1.0,ODI # 474,New Zealand,35.0,59.0,90.0,4.0,0.0,59.32
India VS New Zealand,Phil Horne, b Prabhakar,2.0,ODI # 474,New Zealand,18.0,35.0,49.0,1.0,0.0,51.42
India VS New Zealand,Martin Crowe,c †Pandit b Azharuddin,3.0,ODI # 474,New Zealand,21.0,24.0,35.0,2.0,0.0,87.5
India VS New Zealand,Ken Rutherford, b Sharma,4.0,ODI # 474,New Zealand,26.0,54.0,79.0,1.0,0.0,48.14
India VS New Zealand,Jeff Crowe, b Maninder Singh,5.0,ODI # 474,New Zealand,24.0,24.0,22.0,3.0,0.0,100.0
India VS New Zealand,Dipak Patel,c Kapil Dev b Shastri,6.0,ODI # 474,New Zealand,40.0,51.0,45.0,3.0,0.0,78.43
India VS New Zealand,Martin Snedden,run out ,7.0,ODI # 474,New Zealand,23.0,28.0,42.0,2.0,0.0,82.14
India VS New Zealand,Ian Smith, b Sharma,8.0,ODI # 474,New Zealand,0.0,1.0,1.0,0.0,0.0,0.0
India VS New Zealand,Ewen Chatfield, b Sharma,9.0,ODI # 474,New Zealand,0.0,1.0,1.0,0.0,0.0,0.0
India VS New Zealand,Willie Watson,not out ,10.0,ODI # 474,New Zealand,12.0,25.0,31.0,1.0,0.0,48.0
India VS New Zealand,Kris Srikkanth,c Rutherford b Watson,1.0,ODI # 474,India,75.0,58.0,80.0,9.0,3.0,129.31
India VS New Zealand,Sunil Gavaskar,not out ,2.0,ODI # 474,India,103.0,88.0,149.0,10.0,3.0,117.04
India VS New Zealand,Mohammad Azharuddin,not out ,3.0,ODI # 474,India,41.0,51.0,68.0,5.0,0.0,80.39
Pakistan VS West Indies,Desmond Haynes,c Imran Khan b Mudassar Nazar,1.0,ODI # 473,West Indies,25.0,52.0,0.0,1.0,0.0,48.07
Pakistan VS West Indies,Phil Simmons, b Wasim Akram,2.0,ODI # 473,West Indies,6.0,9.0,0.0,1.0,0.0,66.66
Pakistan VS West Indies,Richie Richardson,c Abdul Qadir b Imran Khan,3.0,ODI # 473,West Indies,110.0,135.0,0.0,8.0,2.0,81.48
Pakistan VS West Indies,Viv Richards, b Wasim Akram,4.0,ODI # 473,West Indies,67.0,75.0,0.0,2.0,2.0,89.33
Pakistan VS West Indies,Gus Logie,c Mudassar Nazar b Imran Khan,5.0,ODI # 473,West Indies,12.0,17.0,0.0,0.0,0.0,70.58
Pakistan VS West Indies,Roger Harper, b Wasim Akram,6.0,ODI # 473,West Indies,2.0,7.0,0.0,0.0,0.0,28.57
Pakistan VS West Indies,Carl Hooper,not out ,7.0,ODI # 473,West Indies,5.0,7.0,0.0,0.0,0.0,71.42
Pakistan VS West Indies,Winston Benjamin,c Mudassar Nazar b Imran Khan,8.0,ODI # 473,West Indies,0.0,1.0,0.0,0.0,0.0,0.0
Pakistan VS West Indies,Jeff Dujon,not out ,9.0,ODI # 473,West Indies,1.0,1.0,0.0,0.0,0.0,100.0
Pakistan VS West Indies,Mudassar Nazar, b Harper,1.0,ODI # 473,Pakistan,40.0,55.0,0.0,3.0,0.0,72.72
Pakistan VS West Indies,Ramiz Raja,c Hooper b Patterson,2.0,ODI # 473,Pakistan,70.0,111.0,0.0,3.0,0.0,63.06
Pakistan VS West Indies,Saleem Malik,c Richards b Walsh,3.0,ODI # 473,Pakistan,23.0,37.0,0.0,0.0,0.0,62.16
Pakistan VS West Indies,Javed Miandad, b Benjamin,4.0,ODI # 473,Pakistan,38.0,38.0,0.0,3.0,0.0,100.0
Pakistan VS West Indies,Ijaz Ahmed, b Benjamin,5.0,ODI # 473,Pakistan,6.0,10.0,0.0,0.0,0.0,60.0
Pakistan VS West Indies,Imran Khan,c Harper b Walsh,6.0,ODI # 473,Pakistan,8.0,11.0,0.0,0.0,0.0,72.72
Pakistan VS West Indies,Saleem Yousuf, b Patterson,7.0,ODI # 473,Pakistan,7.0,10.0,0.0,0.0,0.0,70.0
Pakistan VS West Indies,Wasim Akram,lbw b Patterson,8.0,ODI # 473,Pakistan,0.0,2.0,0.0,0.0,0.0,0.0
Pakistan VS West Indies,Abdul Qadir,not out ,9.0,ODI # 473,Pakistan,8.0,11.0,0.0,0.0,0.0,72.72
Pakistan VS West Indies,Shoaib Mohammad, b Benjamin,10.0,ODI # 473,Pakistan,0.0,1.0,0.0,0.0,0.0,0.0
Pakistan VS West Indies,Saleem Jaffar,not out ,11.0,ODI # 473,Pakistan,8.0,16.0,0.0,0.0,0.0,50.0
Australia VS Zimbabwe,David Boon,c †Houghton b Butchart,1.0,ODI # 471,Australia,93.0,101.0,125.0,9.0,1.0,92.07
Australia VS Zimbabwe,Geoff Marsh,run out ,2.0,ODI # 471,Australia,37.0,65.0,86.0,1.0,0.0,56.92
Australia VS Zimbabwe,Dean Jones,not out ,3.0,ODI # 471,Australia,58.0,72.0,115.0,1.0,1.0,80.55
Australia VS Zimbabwe,Craig McDermott,c Rawson b Traicos,4.0,ODI # 471,Australia,9.0,10.0,5.0,0.0,1.0,90.0
Australia VS Zimbabwe,Allan Border,st †Houghton b Traicos,5.0,ODI # 471,Australia,4.0,6.0,9.0,0.0,0.0,66.66
Australia VS Zimbabwe,Mike Veletta,run out ,6.0,ODI # 471,Australia,43.0,39.0,49.0,3.0,0.0,110.25
Australia VS Zimbabwe,Steve Waugh,not out ,7.0,ODI # 471,Australia,10.0,14.0,10.0,1.0,0.0,71.42
Australia VS Zimbabwe,Ali Shah, b Waugh,1.0,ODI # 471,Zimbabwe,32.0,90.0,67.0,4.0,0.0,35.55
Australia VS Zimbabwe,Andy Waller,c Waugh b McDermott,2.0,ODI # 471,Zimbabwe,38.0,83.0,60.0,2.0,0.0,45.78
Australia VS Zimbabwe,Kevin Curran,c Waugh b May,3.0,ODI # 471,Zimbabwe,29.0,57.0,79.0,2.0,0.0,50.87
Australia VS Zimbabwe,Andy Pycroft,c †Dyer b McDermott,4.0,ODI # 471,Zimbabwe,38.0,46.0,89.0,2.0,0.0,82.6
Australia VS Zimbabwe,Dave Houghton,lbw b May,5.0,ODI # 471,Zimbabwe,1.0,11.0,6.0,0.0,0.0,9.09
Australia VS Zimbabwe,Iain Butchart,st †Dyer b Border,6.0,ODI # 471,Zimbabwe,3.0,5.0,13.0,0.0,0.0,60.0
Australia VS Zimbabwe,Peter Rawson,not out ,7.0,ODI # 471,Zimbabwe,24.0,29.0,37.0,2.0,1.0,82.75
Australia VS Zimbabwe,Eddo Brandes,not out ,8.0,ODI # 471,Zimbabwe,18.0,11.0,19.0,1.0,2.0,163.63
England VS Sri Lanka,Roshan Mahanama,c Emburey b DeFreitas,1.0,ODI # 472,Sri Lanka,14.0,28.0,0.0,1.0,0.0,50.0
England VS Sri Lanka,Ravi Ratnayeke,lbw b Small,2.0,ODI # 472,Sri Lanka,7.0,11.0,0.0,1.0,0.0,63.63
England VS Sri Lanka,Asanka Gurusinha,run out ,3.0,ODI # 472,Sri Lanka,34.0,63.0,0.0,3.0,0.0,53.96
England VS Sri Lanka,Roy Dias,st †Downton b Hemmings,4.0,ODI # 472,Sri Lanka,80.0,105.0,0.0,6.0,3.0,76.19
England VS Sri Lanka,Duleep Mendis, b DeFreitas,5.0,ODI # 472,Sri Lanka,7.0,26.0,0.0,0.0,0.0,26.92
England VS Sri Lanka,Ranjan Madugalle,c sub (PW Jarvis) b Hemmings,6.0,ODI # 472,Sri Lanka,22.0,38.0,0.0,0.0,1.0,57.89
England VS Sri Lanka,Aravinda de Silva,not out ,7.0,ODI # 472,Sri Lanka,23.0,18.0,0.0,2.0,0.0,127.77
England VS Sri Lanka,Ashantha de Mel,c Lamb b Hemmings,8.0,ODI # 472,Sri Lanka,0.0,2.0,0.0,0.0,0.0,0.0
England VS Sri Lanka,Sridharan Jeganathan,not out ,9.0,ODI # 472,Sri Lanka,20.0,15.0,0.0,2.0,1.0,133.33
England VS Sri Lanka,Graham Gooch,c & b Jeganathan,1.0,ODI # 472,England,61.0,79.0,0.0,7.0,0.0,77.21
England VS Sri Lanka,Tim Robinson, b Jeganathan,2.0,ODI # 472,England,55.0,75.0,0.0,7.0,0.0,73.33
England VS Sri Lanka,Bill Athey,not out ,3.0,ODI # 472,England,40.0,55.0,0.0,0.0,0.0,72.72
England VS Sri Lanka,Mike Gatting,not out ,4.0,ODI # 472,England,46.0,40.0,0.0,4.0,0.0,115.0
Australia VS New Zealand,Geoff Marsh,not out ,1.0,ODI # 470,Australia,126.0,149.0,206.0,12.0,3.0,84.56
Australia VS New Zealand,David Boon,run out ,2.0,ODI # 470,Australia,14.0,28.0,40.0,1.0,0.0,50.0
Australia VS New Zealand,Dean Jones,c †Smith b Watson,3.0,ODI # 470,Australia,56.0,80.0,90.0,1.0,2.0,70.0
Australia VS New Zealand,Allan Border, b Snedden,4.0,ODI # 470,Australia,1.0,4.0,6.0,0.0,0.0,25.0
Australia VS New Zealand,Mike Veletta,run out ,5.0,ODI # 470,Australia,0.0,1.0,3.0,0.0,0.0,0.0
Australia VS New Zealand,Steve Waugh, b Watson,6.0,ODI # 470,Australia,1.0,7.0,10.0,0.0,0.0,14.28
Australia VS New Zealand,Greg Dyer, b Chatfield,7.0,ODI # 470,Australia,8.0,10.0,16.0,0.0,0.0,80.0
Australia VS New Zealand,Craig McDermott,lbw b Chatfield,8.0,ODI # 470,Australia,5.0,7.0,8.0,0.0,0.0,71.42
Australia VS New Zealand,Tim May,run out ,9.0,ODI # 470,Australia,15.0,10.0,13.0,1.0,0.0,150.0
Australia VS New Zealand,Andrew Zesers,not out ,10.0,ODI # 470,Australia,8.0,3.0,4.0,1.0,0.0,266.66
Australia VS New Zealand,Martin Snedden, b Waugh,1.0,ODI # 470,New Zealand,32.0,56.0,67.0,3.0,0.0,57.14
Australia VS New Zealand,John Wright,c & b Zesers,2.0,ODI # 470,New Zealand,61.0,82.0,115.0,4.0,0.0,74.39
Australia VS New Zealand,Martin Crowe,run out ,3.0,ODI # 470,New Zealand,4.0,5.0,11.0,0.0,0.0,80.0
Australia VS New Zealand,Ken Rutherford,c Jones b McDermott,4.0,ODI # 470,New Zealand,44.0,57.0,69.0,4.0,0.0,77.19
Australia VS New Zealand,Jeff Crowe,c & b Border,5.0,ODI # 470,New Zealand,27.0,28.0,23.0,3.0,0.0,96.42
Australia VS New Zealand,Dipak Patel,st †Dyer b Border,6.0,ODI # 470,New Zealand,3.0,10.0,18.0,0.0,0.0,30.0
Australia VS New Zealand,John Bracewell,run out ,7.0,ODI # 470,New Zealand,12.0,20.0,26.0,0.0,0.0,60.0
Australia VS New Zealand,Ian Smith,c Boon b Waugh,8.0,ODI # 470,New Zealand,12.0,15.0,18.0,0.0,0.0,80.0
Australia VS New Zealand,Stephen Boock,run out ,9.0,ODI # 470,New Zealand,12.0,8.0,6.0,1.0,1.0,150.0
Australia VS New Zealand,Willie Watson,run out ,10.0,ODI # 470,New Zealand,8.0,8.0,17.0,0.0,0.0,100.0
Australia VS New Zealand,Ewen Chatfield,not out ,11.0,ODI # 470,New Zealand,5.0,6.0,7.0,0.0,0.0,83.33
England VS West Indies,Graham Gooch,c Harper b Patterson,1.0,ODI # 468,England,92.0,137.0,0.0,7.0,0.0,67.15
