VS,Match Id,Player,Overs,Teaminnings,Mins,Given Runs,Wickets,ECON,Dot Balls,Fours,Sixs,Wides,No Balls,Bowling Average,Balls,Strike Rate,Five Wicket Hauls,Bowling Figure
India VS West Indies,ODI # 223,Bob Willis,10.4,India,2,42,1,3.93,0,0,0,0,0,42.0,64,64.0,0,1/42
India VS West Indies,ODI # 223,Graham Dilley,11.0,India,0,43,0,3.9,0,0,0,0,0,0.0,66,0.0,0,0/43
India VS West Indies,ODI # 223,Paul Allott,10.0,India,3,40,1,4.0,0,0,0,0,0,40.0,60,60.0,0,1/40
India VS West Indies,ODI # 223,Ian Botham,11.0,India,4,40,1,3.63,0,0,0,0,0,40.0,66,66.0,0,1/40
India VS West Indies,ODI # 223,Vic Marks,12.0,India,1,38,0,3.16,0,0,0,0,0,0.0,72,0.0,0,0/38
England VS India,ODI # 221,Andy Roberts,12.0,Pakistan,3,25,2,2.08,0,0,0,0,0,12.5,72,36.0,0,2/25
England VS India,ODI # 221,Joel Garner,12.0,Pakistan,1,31,1,2.58,0,0,0,0,0,31.0,72,72.0,0,1/31
England VS India,ODI # 221,Malcolm Marshall,12.0,Pakistan,2,28,3,2.33,0,0,0,0,0,9.33,72,24.0,0,3/28
England VS India,ODI # 221,Michael Holding,12.0,Pakistan,1,25,1,2.08,0,0,0,0,0,25.0,72,72.0,0,1/25
England VS India,ODI # 221,Larry Gomes,7.0,Pakistan,0,29,1,4.14,0,0,0,0,0,29.0,42,42.0,0,1/29
England VS India,ODI # 221,Viv Richards,5.0,Pakistan,0,18,0,3.6,0,0,0,0,0,0.0,30,0.0,0,0/18
England VS India,ODI # 221,Rashid Khan,12.0,West Indies,2,32,1,2.66,0,0,0,0,0,32.0,72,72.0,0,1/32
England VS India,ODI # 221,Sarfraz Nawaz,8.0,West Indies,0,23,0,2.87,0,0,0,0,0,0.0,48,0.0,0,0/23
England VS India,ODI # 221,Abdul Qadir,11.0,West Indies,1,42,1,3.81,0,0,0,0,0,42.0,66,66.0,0,1/42
England VS India,ODI # 221,Shahid Mahboob,11.0,West Indies,1,43,0,3.9,0,0,0,0,0,0.0,66,0.0,0,0/43
England VS India,ODI # 221,Wasim Raja,1.0,West Indies,0,9,0,9.0,0,0,0,0,0,0.0,6,0.0,0,0/9
England VS India,ODI # 221,Zaheer Abbas,4.4,West Indies,1,24,0,5.14,0,0,0,0,0,0.0,28,0.0,0,0/24
England VS India,ODI # 221,Mohsin Khan,1.0,West Indies,0,3,0,3.0,0,0,0,0,0,0.0,6,0.0,0,0/3
Pakistan VS West Indies,ODI # 222,Bob Willis,9.0,Sri Lanka,4,9,1,1.0,0,0,0,0,0,9.0,54,54.0,0,1/9
Pakistan VS West Indies,ODI # 222,Norman Cowans,12.0,Sri Lanka,3,31,2,2.58,0,0,0,0,0,15.5,72,36.0,0,2/31
Pakistan VS West Indies,ODI # 222,Ian Botham,9.0,Sri Lanka,4,12,2,1.33,0,0,0,0,0,6.0,54,27.0,0,2/12
Pakistan VS West Indies,ODI # 222,Paul Allott,10.4,Sri Lanka,0,41,3,3.84,0,0,0,0,0,13.67,64,21.33,0,3/41
Pakistan VS West Indies,ODI # 222,Mike Gatting,4.0,Sri Lanka,2,13,0,3.25,0,0,0,0,0,0.0,24,0.0,0,0/13
Pakistan VS West Indies,ODI # 222,Vic Marks,6.0,Sri Lanka,2,18,2,3.0,0,0,0,0,0,9.0,36,18.0,0,2/18
Pakistan VS West Indies,ODI # 222,Ashantha de Mel,10.0,England,1,33,1,3.3,0,0,0,0,0,33.0,60,60.0,0,1/33
Pakistan VS West Indies,ODI # 222,Rumesh Ratnayake,5.0,England,0,23,0,4.6,0,0,0,0,0,0.0,30,0.0,0,0/23
Pakistan VS West Indies,ODI # 222,Vinothen John,6.0,England,0,41,0,6.83,0,0,0,0,0,0.0,36,0.0,0,0/41
Pakistan VS West Indies,ODI # 222,Somachandra De Silva,3.0,England,0,29,0,9.66,0,0,0,0,0,0.0,18,0.0,0,0/29
Pakistan VS West Indies,ODI # 222,Arjuna Ranatunga,0.1,England,0,1,0,6.0,0,0,0,0,0,0.0,1,0.0,0,0/1
England VS Sri Lanka,ODI # 217,Richard Hadlee,12.0,Pakistan,1,61,1,5.08,0,0,0,0,0,61.0,72,72.0,0,1/61
England VS Sri Lanka,ODI # 217,Lance Cairns,12.0,Pakistan,1,45,0,3.75,0,0,0,0,0,0.0,72,0.0,0,0/45
England VS Sri Lanka,ODI # 217,Ewen Chatfield,12.0,Pakistan,0,57,0,4.75,0,0,0,0,0,0.0,72,0.0,0,0/57
England VS Sri Lanka,ODI # 217,Jeremy Coney,12.0,Pakistan,0,42,2,3.5,0,0,0,0,0,21.0,72,36.0,0,2/42
England VS Sri Lanka,ODI # 217,John Bracewell,12.0,Pakistan,0,50,0,4.16,0,0,0,0,0,0.0,72,0.0,0,0/50
England VS Sri Lanka,ODI # 217,Rashid Khan,6.0,New Zealand,1,24,0,4.0,0,0,0,0,0,0.0,36,0.0,0,0/24
England VS Sri Lanka,ODI # 217,Sarfraz Nawaz,9.1,New Zealand,1,50,2,5.45,0,0,0,0,0,25.0,55,27.5,0,2/50
England VS Sri Lanka,ODI # 217,Abdul Qadir,12.0,New Zealand,0,53,2,4.41,0,0,0,0,0,26.5,72,36.0,0,2/53
England VS Sri Lanka,ODI # 217,Ijaz Faqih,6.0,New Zealand,1,21,0,3.5,0,0,0,0,0,0.0,36,0.0,0,0/21
England VS Sri Lanka,ODI # 217,Shahid Mahboob,10.0,New Zealand,0,37,1,3.7,0,0,0,0,0,37.0,60,60.0,0,1/37
England VS Sri Lanka,ODI # 217,Mudassar Nazar,12.0,New Zealand,0,43,3,3.58,0,0,0,0,0,14.33,72,24.0,0,3/43
England VS Sri Lanka,ODI # 217,Zaheer Abbas,4.0,New Zealand,1,8,1,2.0,0,0,0,0,0,8.0,24,24.0,0,1/8
New Zealand VS Pakistan,ODI # 218,Geoff Lawson,10.0,India,1,40,1,4.0,0,0,0,0,0,40.0,60,60.0,0,1/40
New Zealand VS Pakistan,ODI # 218,Rodney Hogg,12.0,India,2,40,3,3.33,0,0,0,0,0,13.33,72,24.0,0,3/40
New Zealand VS Pakistan,ODI # 218,Tom Hogan,11.0,India,1,31,1,2.81,0,0,0,0,0,31.0,66,66.0,0,1/31
New Zealand VS Pakistan,ODI # 218,Jeff Thomson,10.5,India,0,51,3,4.7,0,0,0,0,0,17.0,65,21.67,0,3/51
New Zealand VS Pakistan,ODI # 218,Ken MacLeay,12.0,India,2,48,1,4.0,0,0,0,0,0,48.0,72,72.0,0,1/48
New Zealand VS Pakistan,ODI # 218,Kapil Dev,8.0,Australia,2,16,0,2.0,0,0,0,0,0,0.0,48,0.0,0,0/16
New Zealand VS Pakistan,ODI # 218,Balwinder Sandhu,10.0,Australia,1,26,2,2.6,0,0,0,0,0,13.0,60,30.0,0,2/26
New Zealand VS Pakistan,ODI # 218,Madan Lal,8.2,Australia,3,20,4,2.4,0,0,0,0,0,5.0,50,12.5,0,4/20
New Zealand VS Pakistan,ODI # 218,Roger Binny,8.0,Australia,2,29,4,3.62,0,0,0,0,0,7.25,48,12.0,0,4/29
New Zealand VS Pakistan,ODI # 218,Mohinder Amarnath,2.0,Australia,0,17,0,8.5,0,0,0,0,0,0.0,12,0.0,0,0/17
New Zealand VS Pakistan,ODI # 218,Kirti Azad,2.0,Australia,0,7,0,3.5,0,0,0,0,0,0.0,12,0.0,0,0/7
Australia VS India,ODI # 219,Malcolm Marshall,12.0,Zimbabwe,3,19,2,1.58,0,0,0,0,0,9.5,72,36.0,0,2/19
Australia VS India,ODI # 219,Joel Garner,7.0,Zimbabwe,4,13,2,1.85,0,0,0,0,0,6.5,42,21.0,0,2/13
Australia VS India,ODI # 219,Winston Davis,8.0,Zimbabwe,2,13,0,1.62,0,0,0,0,0,0.0,48,0.0,0,0/13
Australia VS India,ODI # 219,Wayne Daniel,9.0,Zimbabwe,2,28,3,3.11,0,0,0,0,0,9.33,54,18.0,0,3/28
Australia VS India,ODI # 219,Larry Gomes,12.0,Zimbabwe,2,26,0,2.16,0,0,0,0,0,0.0,72,0.0,0,0/26
Australia VS India,ODI # 219,Viv Richards,12.0,Zimbabwe,1,41,3,3.41,0,0,0,0,0,13.67,72,24.0,0,3/41
Australia VS India,ODI # 219,Peter Rawson,12.0,West Indies,3,38,0,3.16,0,0,0,0,0,0.0,72,0.0,0,0/38
Australia VS India,ODI # 219,Iain Butchart,4.0,West Indies,0,23,0,5.75,0,0,0,0,0,0.0,24,0.0,0,0/23
Australia VS India,ODI # 219,John Traicos,12.0,West Indies,2,24,0,2.0,0,0,0,0,0,0.0,72,0.0,0,0/24
Australia VS India,ODI # 219,Kevin Curran,9.0,West Indies,0,44,0,4.88,0,0,0,0,0,0.0,54,0.0,0,0/44
Australia VS India,ODI # 219,Duncan Fletcher,8.1,West Indies,0,39,0,4.77,0,0,0,0,0,0.0,49,0.0,0,0/39
West Indies VS Zimbabwe,ODI # 220,Bob Willis,12.0,Pakistan,3,37,1,3.08,0,0,0,0,0,37.0,72,72.0,0,1/37
West Indies VS Zimbabwe,ODI # 220,Graham Dilley,12.0,Pakistan,2,46,2,3.83,0,0,0,0,0,23.0,72,36.0,0,2/46
West Indies VS Zimbabwe,ODI # 220,Paul Allott,12.0,Pakistan,1,33,1,2.75,0,0,0,0,0,33.0,72,72.0,0,1/33
West Indies VS Zimbabwe,ODI # 220,Ian Botham,12.0,Pakistan,1,51,0,4.25,0,0,0,0,0,0.0,72,0.0,0,0/51
West Indies VS Zimbabwe,ODI # 220,Vic Marks,12.0,Pakistan,0,45,2,3.75,0,0,0,0,0,22.5,72,36.0,0,2/45
West Indies VS Zimbabwe,ODI # 220,Rashid Khan,11.0,England,1,58,0,5.27,0,0,0,0,0,0.0,66,0.0,0,0/58
West Indies VS Zimbabwe,ODI # 220,Sarfraz Nawaz,10.2,England,2,22,0,2.12,0,0,0,0,0,0.0,62,0.0,0,0/22
West Indies VS Zimbabwe,ODI # 220,Abdul Qadir,11.0,England,0,51,0,4.63,0,0,0,0,0,0.0,66,0.0,0,0/51
West Indies VS Zimbabwe,ODI # 220,Ijaz Faqih,6.0,England,0,19,0,3.16,0,0,0,0,0,0.0,36,0.0,0,0/19
West Indies VS Zimbabwe,ODI # 220,Mudassar Nazar,12.0,England,2,34,2,2.83,0,0,0,0,0,17.0,72,36.0,0,2/34
West Indies VS Zimbabwe,ODI # 220,Zaheer Abbas,7.0,England,0,26,1,3.71,0,0,0,0,0,26.0,42,42.0,0,1/26
England VS Pakistan,ODI # 213,Ashantha de Mel,12.0,New Zealand,4,32,5,2.66,0,0,0,0,0,6.4,72,14.4,1,5/32
England VS Pakistan,ODI # 213,Rumesh Ratnayake,11.0,New Zealand,4,18,2,1.63,0,0,0,0,0,9.0,66,33.0,0,2/18
England VS Pakistan,ODI # 213,Arjuna Ranatunga,10.0,New Zealand,2,50,0,5.0,0,0,0,0,0,0.0,60,0.0,0,0/50
England VS Pakistan,ODI # 213,Somachandra De Silva,12.0,New Zealand,5,11,2,0.91,0,0,0,0,0,5.5,72,36.0,0,2/11
England VS Pakistan,ODI # 213,Athula Samarasekera,11.2,New Zealand,2,38,0,3.35,0,0,0,0,0,0.0,68,0.0,0,0/38
England VS Pakistan,ODI # 213,Sidath Wettimuny,2.0,New Zealand,0,11,0,5.5,0,0,0,0,0,0.0,12,0.0,0,0/11
England VS Pakistan,ODI # 213,Richard Hadlee,12.0,Sri Lanka,3,16,1,1.33,0,0,0,0,0,16.0,72,72.0,0,1/16
England VS Pakistan,ODI # 213,Lance Cairns,10.0,Sri Lanka,2,35,1,3.5,0,0,0,0,0,35.0,60,60.0,0,1/35
England VS Pakistan,ODI # 213,Martin Snedden,10.5,Sri Lanka,1,58,2,5.35,0,0,0,0,0,29.0,65,32.5,0,2/58
England VS Pakistan,ODI # 213,Ewen Chatfield,12.0,Sri Lanka,3,23,1,1.91,0,0,0,0,0,23.0,72,72.0,0,1/23
England VS Pakistan,ODI # 213,Martin Crowe,4.0,Sri Lanka,2,15,1,3.75,0,0,0,0,0,15.0,24,24.0,0,1/15
England VS Pakistan,ODI # 213,Jeremy Coney,4.0,Sri Lanka,1,22,0,5.5,0,0,0,0,0,0.0,24,0.0,0,0/22
New Zealand VS Sri Lanka,ODI # 214,Andy Roberts,12.0,Australia,0,51,0,4.25,0,0,0,0,0,0.0,72,0.0,0,0/51
New Zealand VS Sri Lanka,ODI # 214,Malcolm Marshall,12.0,Australia,0,36,2,3.0,0,0,0,0,0,18.0,72,36.0,0,2/36
New Zealand VS Sri Lanka,ODI # 214,Winston Davis,12.0,Australia,0,57,1,4.75,0,0,0,0,0,57.0,72,72.0,0,1/57
New Zealand VS Sri Lanka,ODI # 214,Michael Holding,12.0,Australia,1,56,1,4.66,0,0,0,0,0,56.0,72,72.0,0,1/56
New Zealand VS Sri Lanka,ODI # 214,Larry Gomes,12.0,Australia,0,47,2,3.91,0,0,0,0,0,23.5,72,36.0,0,2/47
New Zealand VS Sri Lanka,ODI # 214,Rodney Hogg,12.0,West Indies,0,25,1,2.08,0,0,0,0,0,25.0,72,72.0,0,1/25
New Zealand VS Sri Lanka,ODI # 214,Jeff Thomson,11.0,West Indies,0,64,0,5.81,0,0,0,0,0,0.0,66,0.0,0,0/64
New Zealand VS Sri Lanka,ODI # 214,Tom Hogan,12.0,West Indies,0,60,1,5.0,0,0,0,0,0,60.0,72,72.0,0,1/60
New Zealand VS Sri Lanka,ODI # 214,Dennis Lillee,12.0,West Indies,0,52,0,4.33,0,0,0,0,0,0.0,72,0.0,0,0/52
New Zealand VS Sri Lanka,ODI # 214,Trevor Chappell,10.5,West Indies,0,51,1,4.7,0,0,0,0,0,51.0,65,65.0,0,1/51
Australia VS West Indies,ODI # 215,Peter Rawson,12.0,India,4,47,3,3.91,0,0,0,0,0,15.67,72,24.0,0,3/47
Australia VS West Indies,ODI # 215,Kevin Curran,12.0,India,1,65,3,5.41,0,0,0,0,0,21.67,72,24.0,0,3/65
Australia VS West Indies,ODI # 215,Iain Butchart,12.0,India,2,38,0,3.16,0,0,0,0,0,0.0,72,0.0,0,0/38
Australia VS West Indies,ODI # 215,Duncan Fletcher,12.0,India,2,59,1,4.91,0,0,0,0,0,59.0,72,72.0,0,1/59
Australia VS West Indies,ODI # 215,John Traicos,12.0,India,0,45,1,3.75,0,0,0,0,0,45.0,72,72.0,0,1/45
Australia VS West Indies,ODI # 215,Kapil Dev,11.0,Zimbabwe,1,32,1,2.9,0,0,0,0,0,32.0,66,66.0,0,1/32
Australia VS West Indies,ODI # 215,Balwinder Sandhu,11.0,Zimbabwe,2,44,1,4.0,0,0,0,0,0,44.0,66,66.0,0,1/44
Australia VS West Indies,ODI # 215,Roger Binny,11.0,Zimbabwe,2,45,2,4.09,0,0,0,0,0,22.5,66,33.0,0,2/45
Australia VS West Indies,ODI # 215,Madan Lal,11.0,Zimbabwe,2,42,3,3.81,0,0,0,0,0,14.0,66,22.0,0,3/42
Australia VS West Indies,ODI # 215,Mohinder Amarnath,12.0,Zimbabwe,1,37,1,3.08,0,0,0,0,0,37.0,72,72.0,0,1/37
Australia VS West Indies,ODI # 215,Ravi Shastri,1.0,Zimbabwe,0,7,0,7.0,0,0,0,0,0,0.0,6,0.0,0,0/7
India VS Zimbabwe,ODI # 216,Ashantha de Mel,12.0,Pakistan,1,39,5,3.25,0,0,0,0,0,7.8,72,14.4,1,5/39
India VS Zimbabwe,ODI # 216,Vinothen John,12.0,Pakistan,1,48,0,4.0,0,0,0,0,0,0.0,72,0.0,0,0/48
India VS Zimbabwe,ODI # 216,Rumesh Ratnayake,12.0,Pakistan,2,42,2,3.5,0,0,0,0,0,21.0,72,36.0,0,2/42
India VS Zimbabwe,ODI # 216,Arjuna Ranatunga,11.0,Pakistan,0,49,0,4.45,0,0,0,0,0,0.0,66,0.0,0,0/49
India VS Zimbabwe,ODI # 216,Somachandra De Silva,12.0,Pakistan,1,42,0,3.5,0,0,0,0,0,0.0,72,0.0,0,0/42
India VS Zimbabwe,ODI # 216,Sidath Wettimuny,1.0,Pakistan,0,4,0,4.0,0,0,0,0,0,0.0,6,0.0,0,0/4
